# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 05:32:23 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_orbsmax,pl_radj,pl_massj,st_rad,st_mass,ra,dec,sy_dist,sy_gaiamag
Kepler-1885 b,Kepler-1885,,,,0.98,0.91,288.7507112,47.4909206,818.4820000,14.7999000
Kepler-1699 b,Kepler-1699,0.041800,,,0.72,0.81,292.1373281,48.9171579,818.7590000,14.6614000
Kepler-1699 b,Kepler-1699,0.041700,,,0.72,0.79,292.1373281,48.9171579,818.7590000,14.6614000
Kepler-1699 b,Kepler-1699,0.041700,,,0.72,0.79,292.1373281,48.9171579,818.7590000,14.6614000
Kepler-1699 b,Kepler-1699,0.041700,,,0.72,0.79,292.1373281,48.9171579,818.7590000,14.6614000
Kepler-1699 b,Kepler-1699,,0.140,,,,292.1373281,48.9171579,818.7590000,14.6614000
Kepler-1699 b,Kepler-1699,,,,,,292.1373281,48.9171579,818.7590000,14.6614000
Kepler-1699 b,Kepler-1699,,,,,,292.1373281,48.9171579,818.7590000,14.6614000
Kepler-1767 b,Kepler-1767,0.287300,,,0.83,0.89,293.6441248,46.9896696,820.5060000,15.7151000
Kepler-1767 b,Kepler-1767,,,,0.70,0.88,293.6441248,46.9896696,820.5060000,15.7151000
Kepler-1767 b,Kepler-1767,0.271000,,,0.69,0.75,293.6441248,46.9896696,820.5060000,15.7151000
Kepler-1767 b,Kepler-1767,0.271000,,,0.69,0.75,293.6441248,46.9896696,820.5060000,15.7151000
Kepler-1767 b,Kepler-1767,,0.269,,0.83,0.89,293.6441248,46.9896696,820.5060000,15.7151000
Kepler-1767 b,Kepler-1767,0.271000,,,0.69,0.75,293.6441248,46.9896696,820.5060000,15.7151000
Kepler-1767 b,Kepler-1767,,,,0.70,0.88,293.6441248,46.9896696,820.5060000,15.7151000
Kepler-1767 b,Kepler-1767,0.286000,,,0.77,0.88,293.6441248,46.9896696,820.5060000,15.7151000
NSVS 14256825 b,NSVS 14256825,3.120000,,,0.19,0.42,305.0019460,4.6323715,820.8770000,13.2452000
Kepler-1167 b,Kepler-1167,,,,0.78,0.78,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,0.019000,,,0.87,0.86,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,0.017500,,,0.74,0.71,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,,0.148,,0.77,,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,0.017500,,,0.74,0.71,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,0.017500,,,0.74,0.71,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,,0.153,,0.75,0.79,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,0.017500,,,0.74,0.71,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-1167 b,Kepler-1167,,,,0.78,0.78,298.3026595,47.6939654,820.9050000,15.9292000
Kepler-876 b,Kepler-876,,,,0.89,0.84,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,0.056300,,,0.80,0.90,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,,0.128,,0.77,0.81,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,0.056300,,,0.80,0.90,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,,,,0.89,0.84,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,,0.131,,0.86,,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,0.056300,,,0.80,0.90,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,0.054900,,,0.90,0.83,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-876 b,Kepler-876,0.056000,,,0.71,0.88,283.4781717,43.3837235,820.9130000,15.3301000
Kepler-1873 b,Kepler-1873,,,,0.83,0.83,294.5965570,46.0483705,820.9570000,15.6097000
Kepler-1873 b,Kepler-1873,0.012800,,,0.80,0.90,294.5965570,46.0483705,820.9570000,15.6097000
Kepler-1873 b,Kepler-1873,0.012800,,,0.80,0.90,294.5965570,46.0483705,820.9570000,15.6097000
Kepler-1873 b,Kepler-1873,0.012000,,,0.69,0.78,294.5965570,46.0483705,820.9570000,15.6097000
Kepler-1873 b,Kepler-1873,0.012800,,,0.80,0.90,294.5965570,46.0483705,820.9570000,15.6097000
Kepler-1873 b,Kepler-1873,0.012800,,,0.79,0.90,294.5965570,46.0483705,820.9570000,15.6097000
Kepler-1873 b,Kepler-1873,,0.145,,0.79,0.90,294.5965570,46.0483705,820.9570000,15.6097000
NGC 2682 Sand 978 b,NGC 2682 Sand 978,,,,,1.37,132.8228085,11.7562959,821.9180000,9.2528600
Kepler-849 b,Kepler-849,1.108400,,,1.89,1.16,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-849 b,Kepler-849,1.108400,,,1.89,1.16,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-849 b,Kepler-849,,0.637,,1.64,1.23,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-849 b,Kepler-849,,0.736,,1.83,,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-849 b,Kepler-849,1.129000,,,1.65,1.23,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-849 b,Kepler-849,1.108800,,,1.73,1.16,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-849 b,Kepler-849,,,,1.86,1.10,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-849 b,Kepler-849,1.108400,,,1.89,1.16,290.8517961,48.5213243,822.1340000,12.8358000
Kepler-76 b,Kepler-76,0.027400,,,1.41,1.15,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,0.027600,,,1.44,1.17,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,,1.170,,1.38,,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,0.029000,,,1.33,1.34,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,0.027600,,,1.44,1.17,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,,,,1.49,1.16,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,0.027800,1.250,2.00000,1.32,1.20,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,,1.250,2.00000,1.32,1.20,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,0.027600,,,1.44,1.17,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,0.027400,1.360,2.01000,1.32,1.20,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-76 b,Kepler-76,,1.178,,1.39,1.24,294.1921185,39.6189727,822.9600000,13.2755000
Kepler-325 b,Kepler-325,,0.232,,0.88,0.91,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,0.051700,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,,0.236,,0.82,,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,0.051700,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,0.051700,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,0.052200,,,0.94,0.92,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,0.053000,0.260,,1.00,,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 b,Kepler-325,0.052000,,,1.00,0.92,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,0.102900,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,0.102900,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,,0.249,,0.82,,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,0.104000,,,1.00,0.92,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,0.102900,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,,0.265,,0.88,0.91,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,0.104000,,,0.94,0.92,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,0.105000,0.227,,1.00,,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 c,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,0.215700,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,0.215700,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,0.220000,0.249,,1.00,,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,,,,0.80,0.99,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,0.218000,,,1.00,0.92,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,0.215700,,,0.98,0.89,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,,0.206,,0.82,,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,0.217900,,,0.94,0.92,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-325 d,Kepler-325,,0.240,,0.88,0.91,289.8354219,49.8256070,823.2420000,15.0053000
Kepler-936 b,Kepler-936,,0.129,,0.89,0.92,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-936 b,Kepler-936,0.095400,,,1.17,1.03,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-936 b,Kepler-936,,,,,,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-936 b,Kepler-936,0.095400,,,1.17,1.03,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-936 b,Kepler-936,,,,,,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-936 b,Kepler-936,0.088000,,,0.93,0.82,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-936 b,Kepler-936,0.095400,,,1.17,1.03,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-936 b,Kepler-936,0.095400,,,1.17,1.03,293.5777958,46.7362953,823.3990000,14.7886000
Kepler-377 b,Kepler-377,0.109000,0.124,,1.22,,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,0.103100,,,0.91,0.93,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,0.103100,,,0.91,0.93,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,0.106500,,,1.18,1.03,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,,,,1.20,1.10,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,,,,1.20,1.10,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,0.103100,,,0.91,0.93,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,0.109000,,,1.01,1.10,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,,0.139,,1.19,,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 b,Kepler-377,,0.134,,1.14,1.07,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,0.182000,,,1.01,1.10,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,0.177900,,,1.18,1.03,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,0.172300,,,0.91,0.93,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,0.172300,,,0.91,0.93,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,,0.178,,1.14,1.07,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,,,,1.20,1.10,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,,,,1.20,1.10,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,0.182000,0.184,,1.22,,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,0.172300,,,0.91,0.93,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,,0.180,,1.19,,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-377 c,Kepler-377,,,,1.20,1.10,295.4220717,38.7356737,823.8040000,13.8315000
Kepler-285 b,Kepler-285,0.035900,,,0.80,0.90,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,,,,0.87,0.91,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,,0.126,,0.81,0.85,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,,0.121,,0.86,,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,0.035900,,,0.80,0.90,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,0.036000,,,0.76,0.86,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,0.034900,,,0.88,0.82,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,0.036000,0.120,,0.81,,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,0.035900,,,0.80,0.90,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 b,Kepler-285,,,,0.87,0.91,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,,,,0.87,0.91,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,0.061700,,,0.88,0.82,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,0.064000,0.100,,0.81,,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,0.063400,,,0.80,0.90,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,,0.106,,0.86,,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,0.063400,,,0.80,0.90,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,0.063400,,,0.80,0.90,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,,,,0.87,0.91,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,,0.103,,0.81,0.85,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-285 c,Kepler-285,0.063000,,,0.76,0.86,291.3908469,48.0655392,824.3100000,15.1521000
Kepler-957 b,Kepler-957,,,,0.83,0.78,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,,,,0.83,0.78,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,,0.491,,0.75,0.81,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,0.055900,,,0.69,0.67,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,0.055900,,,0.69,0.67,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,0.058000,,,0.73,0.73,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,,0.558,,0.85,,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,0.055900,,,0.69,0.67,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,,,,0.83,0.78,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-957 b,Kepler-957,0.055900,,,0.69,0.67,290.1563633,48.8189710,824.6880000,15.6906000
Kepler-1208 b,Kepler-1208,0.090100,,,0.79,0.79,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,0.090100,,,0.79,0.79,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,,0.207,,0.76,0.80,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,,,,0.75,0.79,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,,0.201,,0.71,,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,0.093000,,,0.84,0.89,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,,,,0.75,0.79,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,0.090100,,,0.79,0.79,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1208 b,Kepler-1208,0.090100,,,0.79,0.79,291.8812445,44.5557587,825.1760000,15.9464000
Kepler-1796 b,Kepler-1796,0.187900,,,0.95,1.02,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-1796 b,Kepler-1796,,0.245,,0.95,1.02,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-1796 b,Kepler-1796,0.187900,,,0.95,1.02,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-1796 b,Kepler-1796,,,,1.02,1.15,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-1796 b,Kepler-1796,0.187900,,,0.95,1.02,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-1796 b,Kepler-1796,0.189000,,,0.95,1.04,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-1796 b,Kepler-1796,0.187900,,,0.95,1.02,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-1796 b,Kepler-1796,,,,1.02,1.15,301.5430397,44.6056251,825.8830000,14.3540000
Kepler-229 b,Kepler-229,0.062100,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,0.062100,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,0.061700,,,0.85,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,0.062100,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,,0.200,,0.72,,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,0.062000,,,0.70,0.79,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,0.062000,0.196,,0.73,,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 b,Kepler-229,,0.222,,0.76,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,0.116500,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,0.116500,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,0.117000,0.439,,0.73,,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,0.115000,,,0.70,0.79,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,,0.482,,0.76,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,0.116500,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,0.115800,,,0.85,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 c,Kepler-229,,0.435,,0.72,,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,,0.292,,0.72,,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,0.220000,0.343,,0.73,,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,,0.334,,0.76,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,,,,0.75,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,0.218300,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,0.218300,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,0.218300,,,0.74,0.83,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,0.216000,,,0.70,0.79,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-229 d,Kepler-229,0.217000,,,0.85,0.80,286.9994758,48.3757867,826.2650000,15.8265000
Kepler-320 b,Kepler-320,,0.152,,1.27,,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 b,Kepler-320,,,,1.41,1.12,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 b,Kepler-320,0.085000,0.102,,1.11,,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 b,Kepler-320,0.083000,,,1.04,1.08,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 b,Kepler-320,0.085400,,,1.77,1.18,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 b,Kepler-320,0.083000,,,1.04,1.08,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 b,Kepler-320,0.083000,,,1.04,1.08,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 b,Kepler-320,,0.134,,1.53,1.33,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,,0.176,,1.53,1.33,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,,,,1.41,1.12,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,0.141900,,,1.77,1.18,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,0.137900,,,1.04,1.08,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,,0.179,,1.27,,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,0.137900,,,1.04,1.08,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,0.137900,,,1.04,1.08,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,0.142000,0.122,,1.11,,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-320 c,Kepler-320,,,,1.41,1.12,293.2135155,46.1751457,826.6130000,13.4337000
Kepler-172 b,Kepler-172,0.038900,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,,0.202,,1.03,1.00,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,0.040000,0.210,,1.08,,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,,0.233,,1.06,,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,0.039700,,,1.05,0.96,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,0.038900,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,0.038000,,,0.97,0.85,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 b,Kepler-172,0.038900,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,0.065200,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,0.065200,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,0.068000,0.255,,1.08,,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,,0.210,,1.03,1.00,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,0.066600,,,1.05,0.96,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,0.064000,,,0.97,0.85,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,,0.260,,1.06,,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 c,Kepler-172,0.065200,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,0.113200,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,0.118000,0.201,,1.08,,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,0.115700,,,1.05,0.96,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,0.113200,,,1.01,0.90,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,,0.201,,1.03,1.00,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,0.111000,,,0.97,0.85,283.3684093,41.8218390,828.5920000,14.5369000
Kepler-172 d,Kepler-172,,,,1.09,0.95,283.3684093,41.8218390,828.5920000,14.5369000
