# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 01:02:29 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_rade,pl_radj,pl_masse,pl_massj,ra,dec,sy_dist,sy_gaiamag
Kepler-553 b,Kepler-553,4.630,0.413,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 b,Kepler-553,4.860,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 b,Kepler-553,,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 b,Kepler-553,,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 b,Kepler-553,,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,10.990,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,11.220,1.001,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,11.830,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,11.830,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,10.700,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,11.200,0.999,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-553 c,Kepler-553,11.830,,,,298.5508922,48.3325405,728.5250000,14.9567000
Kepler-1479 b,Kepler-1479,,,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,1.830,0.163,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,,,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,1.730,,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,,,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,2.161,0.193,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,1.730,,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,1.690,,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1479 b,Kepler-1479,1.730,,,,285.7119953,49.7067574,728.6680000,13.7331000
Kepler-1214 b,Kepler-1214,2.360,0.211,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,2.490,,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,,,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,,,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,2.700,,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,2.490,,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,2.340,,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,2.490,,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1214 b,Kepler-1214,2.096,0.187,,,285.1427113,49.8006565,729.2270000,15.2226000
Kepler-1686 b,Kepler-1686,1.160,,,,291.6067189,42.0359783,729.8230000,13.7519000
Kepler-1686 b,Kepler-1686,1.160,,,,291.6067189,42.0359783,729.8230000,13.7519000
Kepler-1686 b,Kepler-1686,1.160,,,,291.6067189,42.0359783,729.8230000,13.7519000
Kepler-1686 b,Kepler-1686,1.000,,,,291.6067189,42.0359783,729.8230000,13.7519000
Kepler-1686 b,Kepler-1686,,,,,291.6067189,42.0359783,729.8230000,13.7519000
Kepler-1686 b,Kepler-1686,1.210,,,,291.6067189,42.0359783,729.8230000,13.7519000
Kepler-1686 b,Kepler-1686,1.426,0.127,,,291.6067189,42.0359783,729.8230000,13.7519000
Kepler-1545 b,Kepler-1545,,,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,2.710,,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,2.825,0.252,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,,,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,2.750,,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,2.710,,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,,,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,2.700,0.241,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-1545 b,Kepler-1545,2.710,,,,298.8988313,47.4630696,729.9640000,15.0334000
Kepler-69 b,Kepler-69,2.290,0.204,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.230,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.360,0.211,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.240,0.200,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.280,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.280,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.903,0.259,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.280,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 b,Kepler-69,2.280,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.760,0.157,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.730,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.790,0.160,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.710,0.153,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.740,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.740,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.740,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,1.740,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,,,,,293.2609013,44.8688656,730.6250000,13.7120000
Kepler-69 c,Kepler-69,2.247,0.200,,,293.2609013,44.8688656,730.6250000,13.7120000
WASP-142 b,WASP-142,17.150,1.530,266.97720,0.84000,140.5063164,-23.9461020,730.9330000,12.7568000
Kepler-379 b,Kepler-379,1.618,0.144,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,1.580,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,1.440,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,1.660,0.148,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,1.630,0.145,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,1.440,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 b,Kepler-379,1.440,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.220,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.120,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.120,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.338,0.209,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.120,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.290,0.204,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.320,0.207,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-379 c,Kepler-379,2.280,,,,295.7010981,38.9458209,731.2740000,13.3686000
Kepler-1362 b,Kepler-1362,2.600,0.232,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,2.430,,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,,,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,2.430,,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,2.499,0.223,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,2.430,,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,,,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,2.350,,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,,,,,288.5385574,40.8771276,731.2980000,15.8246000
Kepler-1362 b,Kepler-1362,2.310,,,,288.5385574,40.8771276,731.2980000,15.8246000
CoRoT-16 b,CoRoT-16,13.115,1.170,168.13207,0.52900,278.5246658,-6.0026026,732.4090000,15.6507000
CoRoT-16 b,CoRoT-16,13.110,1.170,170.03200,0.53500,278.5246658,-6.0026026,732.4090000,15.6507000
Kepler-1683 b,Kepler-1683,1.920,,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1683 b,Kepler-1683,2.000,,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1683 b,Kepler-1683,,,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1683 b,Kepler-1683,1.920,,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1683 b,Kepler-1683,1.875,0.167,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1683 b,Kepler-1683,,,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1683 b,Kepler-1683,1.920,,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1683 b,Kepler-1683,1.700,,,,298.4501035,44.2840193,733.1430000,14.8429000
Kepler-1619 b,Kepler-1619,0.760,,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1619 b,Kepler-1619,1.070,,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1619 b,Kepler-1619,0.760,,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1619 b,Kepler-1619,,,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1619 b,Kepler-1619,1.115,0.099,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1619 b,Kepler-1619,0.760,,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1619 b,Kepler-1619,,,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1619 b,Kepler-1619,0.760,0.068,,,285.7035950,44.4221528,734.8500000,13.2994000
Kepler-1677 b,Kepler-1677,1.980,,,,298.4932730,47.0130566,735.3690000,13.6440000
Kepler-1677 b,Kepler-1677,2.670,,,,298.4932730,47.0130566,735.3690000,13.6440000
Kepler-1677 b,Kepler-1677,2.310,,,,298.4932730,47.0130566,735.3690000,13.6440000
Kepler-1677 b,Kepler-1677,2.702,0.241,,,298.4932730,47.0130566,735.3690000,13.6440000
Kepler-1677 b,Kepler-1677,2.310,,,,298.4932730,47.0130566,735.3690000,13.6440000
Kepler-1677 b,Kepler-1677,2.310,,,,298.4932730,47.0130566,735.3690000,13.6440000
Kepler-1677 b,Kepler-1677,,,,,298.4932730,47.0130566,735.3690000,13.6440000
Kepler-1677 b,Kepler-1677,,,,,298.4932730,47.0130566,735.3690000,13.6440000
Qatar-3 b,Qatar-3,12.285,1.096,1369.84730,4.31000,359.1519716,36.2129562,735.6010000,12.8203000
Qatar-3 b,Qatar-3,,,,,359.1519716,36.2129562,735.6010000,12.8203000
Kepler-1011 b,Kepler-1011,2.501,0.223,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,,,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,3.050,,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,3.140,,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,,,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,2.870,0.256,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,2.200,,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,3.050,,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,3.050,,,,297.4015491,46.8239976,736.7790000,15.2028000
Kepler-1011 b,Kepler-1011,,,,,297.4015491,46.8239976,736.7790000,15.2028000
HATS-41 b,HATS-41,14.908,1.330,3082.95100,9.70000,103.5173558,-27.0504156,737.6680000,12.5892000
Kepler-623 b,Kepler-623,2.454,0.219,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,3.230,,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,3.230,,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,,,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,,,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,,,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,3.230,,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,3.010,0.269,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,2.900,,,,296.9867284,47.4773531,737.7020000,14.9634000
Kepler-623 b,Kepler-623,2.940,,,,296.9867284,47.4773531,737.7020000,14.9634000
K2-340 b,K2-340,,,,,127.9373409,19.0745863,738.1360000,14.1327000
K2-340 b,K2-340,3.360,0.300,,,127.9373409,19.0745863,738.1360000,14.1327000
K2-340 b,K2-340,3.520,0.314,,,127.9373409,19.0745863,738.1360000,14.1327000
Kepler-1382 b,Kepler-1382,,,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,,,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,1.080,,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,1.880,0.168,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,1.210,,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,1.080,,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,2.230,,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,1.080,,,,295.3774182,39.0480365,738.2610000,12.7575000
Kepler-1382 b,Kepler-1382,2.215,0.198,,,295.3774182,39.0480365,738.2610000,12.7575000
HAT-P-65 b,HAT-P-65,21.185,1.890,167.49641,0.52700,315.9054895,11.9893675,738.5190000,12.9952000
HAT-P-65 b,HAT-P-65,,,,,315.9054895,11.9893675,738.5190000,12.9952000
K2-7 b,K2-7,4.300,0.380,,,167.0937488,-1.0658550,738.5530000,13.0573000
K2-7 b,K2-7,2.670,0.238,,,167.0937488,-1.0658550,738.5530000,13.0573000
K2-7 b,K2-7,4.120,0.368,,,167.0937488,-1.0658550,738.5530000,13.0573000
Kepler-170 b,Kepler-170,3.080,0.275,82.60000,0.26000,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,2.940,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,3.440,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,2.940,0.262,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,2.965,0.265,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,2.940,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,2.940,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,3.050,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 b,Kepler-170,3.200,0.285,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,2.774,0.247,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,2.730,0.244,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,2.850,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,3.310,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,2.720,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,2.860,0.255,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,2.720,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-170 c,Kepler-170,2.720,,,,284.5211975,41.6296562,738.6570000,14.3469000
Kepler-248 b,Kepler-248,3.140,0.280,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,3.160,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,3.160,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,3.020,0.269,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,3.160,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,2.960,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,2.782,0.248,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 b,Kepler-248,3.220,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,4.140,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,3.883,0.346,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,4.220,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,4.070,0.363,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,4.220,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,4.220,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,4.530,,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-248 c,Kepler-248,4.120,0.368,,,293.0613138,43.5813577,738.7920000,15.2331000
Kepler-1015 b,Kepler-1015,,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,2.600,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,3.000,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,3.550,0.317,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,2.600,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,3.710,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,2.871,0.256,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,2.600,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-1015 b,Kepler-1015,,,,,292.7573088,43.4268439,739.3570000,12.7586000
Kepler-15 b,Kepler-15,10.760,0.960,209.76000,0.66000,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,10.770,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,10.761,0.960,201.18639,0.63300,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,10.770,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,10.980,0.980,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,10.620,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,13.347,1.191,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,10.770,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,14.448,1.289,221.20968,0.69600,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-15 b,Kepler-15,11.970,,,,296.2005506,49.1400304,739.4120000,13.7136000
Kepler-1082 b,Kepler-1082,0.800,,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,,,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,1.120,0.100,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,0.800,,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,0.800,,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,1.230,,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,1.020,,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,,,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-1082 b,Kepler-1082,1.302,0.116,,,289.3586737,50.5984489,739.5570000,13.3417000
Kepler-399 b,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,1.420,0.127,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,1.010,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,1.010,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,1.010,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,1.390,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,0.960,0.086,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 b,Kepler-399,1.680,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,2.150,0.192,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,1.580,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,2.690,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,1.430,0.128,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,1.580,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,1.580,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 c,Kepler-399,2.400,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,1.960,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,1.960,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,2.800,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,2.660,0.237,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,1.890,0.169,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,1.960,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,3.210,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-399 d,Kepler-399,,,,,299.5017242,40.6707669,740.5370000,14.5277000
Kepler-230 b,Kepler-230,3.303,0.295,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,3791.050,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,3791.050,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,,,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,4.260,0.380,,,285.7185682,48.5058038,740.7540000,15.0730000
Kepler-230 b,Kepler-230,3.360,,,,285.7185682,48.5058038,740.7540000,15.0730000
